Acc	Feature	Taxa	SRR532024	SRR532015	SRR532006	SRR532040	SRR532504	SRR532507	SRR638753	SRR640357	SRR640340	SRR640452	SRR640499	SRR545546	SRR062353	SRR062357	SRR062301	SRR062276	SRR1804686	SRR1804628	SRR514191	SRR514180	SRR513168	SRR514231	SRR513448	SRR062435	SRR062441	SRR062389	SRR062413	SRR062402	SRR062396	SRR346673	SRR346681	SRR062371	SRR062372	SRR062462	SRR062415	SRR528423	SRR528353	SRR528300	SRR528261	SRR528183	SRR528155	SRR532178	SRR532183	SRR532190	SRR532191	SRR533152	SRR533153
UNGROUPED	UNGROUPED	g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4558	5062	3007	2992	974	0	2314	0	0	0	2931	2958	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Aggregatibacter.s__Aggregatibacter_sp_oral_taxon_458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	179	162	6345	11109	12677	5091	11363	12537
UNGROUPED	UNGROUPED	g__Alistipes.s__Alistipes_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63551	56272	62551	62386	57245	59826	20529	38812	44936	18399	37956	46198
UNGROUPED	UNGROUPED	g__Alistipes.s__Alistipes_indistinctus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	588	417	464	527	537	498	7357	13364	16064	6452	13805	16739
UNGROUPED	UNGROUPED	g__Alistipes.s__Alistipes_onderdonkii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13143	12423	13196	14135	12427	12645	13003	24180	28973	11953	25327	29734
UNGROUPED	UNGROUPED	g__Alistipes.s__Alistipes_putredinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151890	135747	150249	149225	142613	148960	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Alistipes.s__Alistipes_senegalensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14576	13291	14920	14942	13982	14609	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Alistipes.s__Alistipes_shahii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18269	17122	18774	17203	16360	18047	12503	23220	27634	11394	24250	28258
UNGROUPED	UNGROUPED	g__Alloprevotella.s__Alloprevotella_rava	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	571	698	680	605	2346	2291	4504	4372	6157	5854	854	928	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Alloprevotella.s__Alloprevotella_tannerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6789	6979	695	885	15459	15957	31863	29688	0	1466	18862	20372	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Alloprevotella.s__Prevotella_sp_oral_taxon_473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12742	12937	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Alloscardovia.s__Alloscardovia_omnicolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	531	1037	1096	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Anaerococcus.s__Anaerococcus_vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Atopobium.s__Atopobium_parvulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	99	533	669	2262	2291	4385	4118	3967	4045	368	430	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Atopobium.s__Atopobium_rimae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	234	0	826	679	258	315	292	303	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Bacteroidales_noname.s__Bacteroidales_bacterium_ph8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29686	26927	30523	30426	28330	30190	11938	21890	26292	10436	23117	25211
UNGROUPED	UNGROUPED	g__Bacteroides.s__Bacteroides_caccae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79443	72271	79647	75096	74761	74528	20646	38780	44780	17585	37179	47436
UNGROUPED	UNGROUPED	g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11405	10435	11387	13657	10204	10899	9379	18443	20563	7900	17447	21511
UNGROUPED	UNGROUPED	g__Bacteroides.s__Bacteroides_clarus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5683	5015	5290	5937	5443	5704	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Bacteroides.s__Bacteroides_coprocola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17986	36759	41404	14881	36825	43487
UNGROUPED	UNGROUPED	g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65449	56818	61674	60800	56787	60452	47629	92484	107726	41046	91750	111015
UNGROUPED	UNGROUPED	g__Bacteroides.s__Bacteroides_faecis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6907	7717	7614	6754	7287	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14591	26194	31050	11597	27063	31672
UNGROUPED	UNGROUPED	g__Bacteroides.s__Bacteroides_fragilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24967	47710	56742	21799	49579	57617
UNGROUPED	UNGROUPED	g__Bacteroides.s__Bacteroides_intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14285	12671	15330	13744	13610	14127	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Bacteroides.s__Bacteroides_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61531	56584	62978	60492	58580	60142	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Bacteroides.s__Bacteroides_nordii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10924	10225	11106	11408	10697	11693	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88083	82214	84507	83545	76792	87539	34538	66926	70499	29350	66854	76289
UNGROUPED	UNGROUPED	g__Bacteroides.s__Bacteroides_salyersiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23455	22538	24201	23549	22045	24092	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Bacteroides.s__Bacteroides_stercoris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61662	56915	62861	61366	58071	61331	9213	16765	21916	7365	17309	21228
UNGROUPED	UNGROUPED	g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48940	43933	48784	47190	44797	45805	2797	4856	5267	2273	4869	6133
UNGROUPED	UNGROUPED	g__Bacteroides.s__Bacteroides_uniformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1657	0	0	0	0	0	0	0	0	0	0	68706	63282	67531	65848	61919	68096	128223	248051	308686	105826	249509	304034
UNGROUPED	UNGROUPED	g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124857	115127	125847	122839	116859	122699	15125	30437	34687	13490	29199	34470
UNGROUPED	UNGROUPED	g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37232	37621	39451	38957	37457	36561	0	0	14203	0	0	0
UNGROUPED	UNGROUPED	g__Bacteroidetes_noname.s__Bacteroidetes_oral_taxon_274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2079	2265	394	415	408	509	916	855	568	419	2137	1993	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4569	3206	4968	4307	3374	3873	475	1198	1038	452	1148	906
UNGROUPED	UNGROUPED	g__Bifidobacterium.s__Bifidobacterium_bifidum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Bifidobacterium.s__Bifidobacterium_breve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920	1700	2084	816	2436	1754
UNGROUPED	UNGROUPED	g__Blautia.s__Ruminococcus_obeum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22733	27550	26434	27194	24723	24346	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Blautia.s__Ruminococcus_torques	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	0	0	0	0	0	0	0	906	0	0	0	0	0	0	0	0	0	0	10099	0	10243	0	0	9866	3538	6590	8100	3053	7423	10790
UNGROUPED	UNGROUPED	g__Bulleidia.s__Bulleidia_extructa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	304	0	0	364	0	859	1002	348	292	192	155	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3497	3552	3688	3708	3596	3671	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Butyricimonas.s__Butyricimonas_synergistica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15691	14971	16283	15774	14982	14989	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Campylobacter.s__Campylobacter_concisus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21222	0	1249	1407	3560	3544	40848	41924	94801	89253	24874	26130	1458	1532	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Campylobacter.s__Campylobacter_gracilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64698	0	635	747	0	0	770	0	1319	1174	0	552	536	593	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Campylobacter.s__Campylobacter_rectus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Campylobacter.s__Campylobacter_showae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24521	0	676	766	0	0	3659	3660	8656	7620	1975	1913	783	948	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Candidatus_Saccharibacteria_noname.s__candidate_division_TM7_single_cell_isolate_TM7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8065	0	0	0	105	96	206	0	276	332	289	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Candidatus_Saccharibacteria_noname.s__candidate_division_TM7_single_cell_isolate_TM7c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33038	0	163	0	818	991	1301	1443	2712	2663	1727	1971	393	456	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Capnocytophaga.s__Capnocytophaga_gingivalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333933	0	2209	2128	1258	1436	3441	3527	7160	6810	780	777	3419	3054	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Capnocytophaga.s__Capnocytophaga_granulosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230997	0	0	1103	695	0	0	0	2737	2430	776	834	1971	1854	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Capnocytophaga.s__Capnocytophaga_ochracea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237254	0	2707	2616	0	0	3008	4228	7735	7302	0	929	3311	3337	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Capnocytophaga.s__Capnocytophaga_sp_oral_taxon_326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Capnocytophaga.s__Capnocytophaga_sp_oral_taxon_329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396254	0	8375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Cardiobacterium.s__Cardiobacterium_hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152936	0	603	836	0	0	0	0	0	0	0	0	1111	1305	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Cardiobacterium.s__Cardiobacterium_valvarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569	0	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Carnobacterium.s__Carnobacterium_maltaromaticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1095	769	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Catenibacterium.s__Catenibacterium_mitsuokai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484	0	0	704
UNGROUPED	UNGROUPED	g__Catonella.s__Catonella_morbi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	2962	3487	6936	6896	1534	1724	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Clostridiales_Family_XIII_Incertae_Sedis_noname.s__Eubacterium_infirmum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	325	0	0	1239	1353	2872	2521	452	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Clostridiales_noname.s__Bacteroides_pectinophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2034	3778	4356	1801	4056	4708
UNGROUPED	UNGROUPED	g__Clostridium.s__Clostridium_leptum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5891	6074	5920	5610	5844	5947	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Collinsella.s__Collinsella_aerofaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2647	2336	2300	2662	2368	2377	534	1181	1337	496	1373	1475
UNGROUPED	UNGROUPED	g__Coprococcus.s__Coprococcus_sp_ART55_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5160	4686	5364	5509	5125	5350	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Corynebacterium.s__Corynebacterium_durum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327392	0	0	0	0	0	0	0	0	0	552	385	1587	1586	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Corynebacterium.s__Corynebacterium_kroppenstedtii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Corynebacterium.s__Corynebacterium_matruchotii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	837	0	4257338	0	0	0	598	905	1406	1504	2527	2724	2289	2533	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Desulfovibrio.s__Desulfovibrio_desulfuricans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	41	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Dialister.s__Dialister_invisus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	3301	3011	7223	6444	459	489	839	725	0	0	0	0	0	0	11871	24162	29684	10198	23819	30225
UNGROUPED	UNGROUPED	g__Dialister.s__Dialister_micraerophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1674	0	0	0	0	0	0	0	0	1731	1515	3723	3733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Dorea.s__Dorea_formicigenerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13376	13991	12863	13462	13076	11024	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Eikenella.s__Eikenella_corrodens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77375	0	0	1228	0	0	0	0	0	0	0	0	2808	2778	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Erysipelotrichaceae_noname.s__Eubacterium_biforme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	708	1643	1945	601	1614	1844
UNGROUPED	UNGROUPED	g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3879	0	0	110549	6259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3002	3670	0	4073	0
UNGROUPED	UNGROUPED	g__Eubacteriaceae_noname.s__Eubacteriaceae_bacterium_ACC19a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Eubacterium.s__Eubacterium_brachy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	322	0	0	684	666	1243	1325	237	237	592	528	0	0	0	0	0	0	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Eubacterium.s__Eubacterium_eligens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	875	1105	1076	1079	1114	838	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Eubacterium.s__Eubacterium_hallii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5375	5341	6054	6022	4831	5067	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Eubacterium.s__Eubacterium_ramulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6962	6651	0	7163	6488	5745	0	0	0	0	0	0
UNGROUPED	UNGROUPED	g__Eubacterium.s__Eubacterium_rectale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79203	73978	80718	81606	80494	81699	3813	7448	9122	3011	7981	9303
